Network	Predator_name	Prey_name
Regional	Macronectes halli	Martialia hyadesi
Regional	Macronectes halli	Psychroteuthis glacialis
Regional	Macronectes halli	Squid
Regional	Macronectes halli	Detritus
Regional	Macronectes halli	Vampryoteuthis
Regional	Macronectes halli	Crustacea
Regional	Macronectes giganteus	Nototheniidae
Regional	Macronectes giganteus	Galiteuthis glacialis
Regional	Macronectes giganteus	Gonatus antarcticus
Regional	Macronectes giganteus	Kondakovia longimama
Regional	Macronectes giganteus	Crustacea
Regional	Macronectes giganteus	Detritus
Regional	Procellaria aequinoctialis	Euphausia superba
Regional	Procellaria aequinoctialis	Vibilia antarctica
Regional	Procellaria aequinoctialis	Electrona antarctica
Regional	Procellaria aequinoctialis	Fish
Regional	Procellaria aequinoctialis	Galiteuthis glacialis
Regional	Procellaria aequinoctialis	Gonatus antarcticus
Regional	Procellaria aequinoctialis	Kondakovia longimama
Regional	Procellaria aequinoctialis	Psychroteuthis glacialis
Regional	Procellaria aequinoctialis	Salpa thompsoni
Regional	Oceanites oceanicus	Euphausia superba
Regional	Oceanites oceanicus	Cyllopus lucasii
Regional	Oceanites oceanicus	Vibilia antarctica
Regional	Oceanites oceanicus	Crustacea
Regional	Oceanites oceanicus	Electrona antarctica
Regional	Oceanites oceanicus	Protomyctophum bolini
Regional	Oceanites oceanicus	Fish
Regional	Oceanites oceanicus	Salpa thompsoni
Regional	Sterna vittata	Euphausia superba
Regional	Sterna vittata	Electrona antarctica
Regional	Sterna paradisaea	Euphausia superba
Regional	Sterna paradisaea	Thysanoessa macrura
Regional	Sterna paradisaea	Cyllopus lucasii
Regional	Sterna paradisaea	Vibilia antarctica
Regional	Sterna paradisaea	Amphipoda
Regional	Sterna paradisaea	Electrona antarctica
Regional	Pachyptila desolata	Euphausia superba
Regional	Pachyptila desolata	Thysanoessa macrura
Regional	Pachyptila desolata	Notocrangon antarcticus
Regional	Pachyptila desolata	Cyllopus lucasii
Regional	Pachyptila desolata	Vibilia antarctica
Regional	Pachyptila desolata	Crustacea
Regional	Pachyptila desolata	Electrona antarctica
Regional	Pachyptila desolata	Gymnoscopelus braueri
Regional	Pachyptila desolata	Notolepis coatsi
Regional	Pachyptila desolata	Protomyctophum bolini
Regional	Pachyptila desolata	Fish
Regional	Pachyptila desolata	Salpa thompsoni
Regional	Pachyptila desolata	Calanoides acutus
Regional	Pachyptila desolata	Calanus propinquus
Regional	Pachyptila desolata	Rhincalanus gigas
Regional	Pachyptila desolata	Metridia gerlachei
Regional	Pachyptila desolata	Euchaeta antarctica
Regional	Pachyptila desolata	Copepoda
Regional	Pachyptila desolata	Primno macropa
Regional	Pachyptila desolata	Amphipoda
Regional	Pachyptila desolata	Euphausia frigida
Regional	Pachyptila desolata	Octopoda
Regional	Pachyptila desolata	Gymnoscopelus nicholsi
Regional	Aptenodytes forsteri	Euphausia superba
Regional	Aptenodytes forsteri	Thysanoessa macrura
Regional	Aptenodytes forsteri	Electrona antarctica
Regional	Aptenodytes forsteri	Gymnoscopelus braueri
Regional	Aptenodytes forsteri	Gymnoscopelus opisthopterus
Regional	Aptenodytes forsteri	Notolepis coatsi
Regional	Aptenodytes forsteri	Protomyctophum bolini
Regional	Aptenodytes forsteri	Fish
Regional	Aptenodytes forsteri	Galiteuthis glacialis
Regional	Aptenodytes forsteri	Gonatus antarcticus
Regional	Aptenodytes forsteri	Kondakovia longimama
Regional	Aptenodytes forsteri	Psychroteuthis glacialis
Regional	Pygoscelis adeliae	Euphausia superba
Regional	Pygoscelis adeliae	Thysanoessa macrura
Regional	Pygoscelis adeliae	Cyllopus lucasii
Regional	Pygoscelis adeliae	Electrona antarctica
Regional	Pygoscelis adeliae	Kondakovia longimama
Regional	Pygoscelis adeliae	Psychroteuthis glacialis
Regional	Lobodon carcinophagus 	Euphausia superba
Regional	Lobodon carcinophagus 	Euphausiacea
Regional	Lobodon carcinophagus 	Crustacea
Regional	Lobodon carcinophagus 	Fish
Regional	Lobodon carcinophagus 	Squid
Regional	Lobodon carcinophagus 	Mysidacea
Regional	Lobodon carcinophagus 	Nematoda
Regional	Hydrurga leptonyx 	Fish
Regional	Hydrurga leptonyx 	Squid
Regional	Hydrurga leptonyx 	Euphausiacea
Regional	Hydrurga leptonyx 	Amphipoda
Regional	Hydrurga leptonyx 	Kondakovia longimama
Regional	Hydrurga leptonyx 	Psychroteuthis glacialis
Regional	Arctocephalus gazella 	Euphausiacea
Regional	Arctocephalus gazella 	Fish
Regional	Arctocephalus gazella 	Myctophidae
Regional	Arctocephalus gazella 	Nototheniidae
Regional	Arctocephalus gazella 	Dissostichus mawsoni
Regional	Arctocephalus gazella 	Pygoscelis adeliae
Regional	Arctocephalus gazella 	Amphipoda
Regional	Arctocephalus gazella 	Nematoda
Regional	Arctocephalus gazella 	Electrona antarctica
Regional	Arctocephalus gazella 	Gymnoscopelus nicholsi
Regional	Arctocephalus gazella 	Gymnoscopelus braueri
Regional	Arctocephalus gazella 	Pleuragramma antarcticum
Regional	Arctocephalus gazella 	Protomyctophum bolini
Regional	Arctocephalus gazella 	Trematomus eulepidotus
Regional	Arctocephalus gazella 	Chaenodraco wilsoni
Regional	Arctocephalus gazella 	Chionodraco
Regional	Mirounga leonina 	Myctophidae
Regional	Mirounga leonina 	Gymnoscopelus nicholsi
Regional	Mirounga leonina 	Electrona antarctica
Regional	Mirounga leonina 	Nototheniidae
Regional	Mirounga leonina 	Pleuragramma antarcticum
Regional	Mirounga leonina 	Trematomus hansoni
Regional	Mirounga leonina 	Trematomus eulepidotus
Regional	Mirounga leonina 	Trematomus scotti
Regional	Mirounga leonina 	Trematomus pennellii
Regional	Mirounga leonina 	Dissostichus mawsoni
Regional	Mirounga leonina 	Chionodraco hamatus
Regional	Mirounga leonina 	Chionodraco
Regional	Mirounga leonina 	Fish
Regional	Mirounga leonina 	Squid
Regional	Mirounga leonina 	Alluroteuthis antarcticus
Regional	Mirounga leonina 	Galiteuthis glacialis
Regional	Mirounga leonina 	Gonatus antarcticus
Regional	Mirounga leonina 	Kondakovia longimama
Regional	Mirounga leonina 	Martialia hyadesi
Regional	Mirounga leonina 	Mesonychoteuthis hamiltoni
Regional	Mirounga leonina 	Moroteuthis ingens
Regional	Mirounga leonina 	Psychroteuthis glacialis
Regional	Ommatophoca rossii 	Fish
Regional	Ommatophoca rossii 	Squid
Regional	Ommatophoca rossii 	Psychroteuthis glacialis
Regional	Ommatophoca rossii 	Galiteuthis glacialis
Regional	Ommatophoca rossii 	Alluroteuthis antarcticus
Regional	Ommatophoca rossii 	Kondakovia longimama
Regional	Leptonychotes weddelli	Squid
Regional	Leptonychotes weddelli	Octopoda
Regional	Leptonychotes weddelli	Euphausia crystallorophias
Regional	Leptonychotes weddelli	Pleuragramma antarcticum
Regional	Leptonychotes weddelli	Aethotaxis mitopteryx
Regional	Leptonychotes weddelli	Dissostichus mawsoni
Regional	Leptonychotes weddelli	Trematomus hansoni
Regional	Leptonychotes weddelli	Fish
Regional	Balaenoptera musculus	Dissostichus mawsoni
Regional	Balaenoptera musculus	Champsocephalus gunnari 
Regional	Balaenoptera musculus	Myctophidae
Regional	Balaenoptera musculus	Fish
Regional	Balaenoptera musculus	Squid
Regional	Balaenoptera musculus	Zooplankton
Regional	Balaenoptera musculus	Euphausiacea
Regional	Balaenoptera physalus	Dissostichus mawsoni
Regional	Balaenoptera physalus	Champsocephalus gunnari 
Regional	Balaenoptera physalus	Myctophidae
Regional	Balaenoptera physalus	Fish
Regional	Balaenoptera physalus	Squid
Regional	Balaenoptera physalus	Zooplankton
Regional	Balaenoptera physalus	Euphausiacea
Regional	Balaenoptera acutorostrata	Myctophidae
Regional	Balaenoptera acutorostrata	Fish
Regional	Balaenoptera acutorostrata	Zooplankton
Regional	Balaenoptera acutorostrata	Euphausiacea
Regional	Physeter macrocephalus	Dissostichus mawsoni
Regional	Physeter macrocephalus	Champsocephalus gunnari 
Regional	Physeter macrocephalus	Myctophidae
Regional	Physeter macrocephalus	Fish
Regional	Physeter macrocephalus	Crustacea
Regional	Physeter macrocephalus	Euphausiacea
Regional	Physeter macrocephalus	Squid
Regional	Megaptera novaeangliae	Euphausiacea
Regional	Orcinus orca	Squid
Regional	Orcinus orca	Balaenoptera acutorostrata
Regional	Orcinus orca	Ommatophoca rossii 
Regional	Orcinus orca	Leptonychotes weddelli
Regional	Orcinus orca	Arctocephalus gazella 
Regional	Orcinus orca	Mirounga leonina 
Regional	Orcinus orca	Lobodon carcinophagus 
Regional	Orcinus orca	Hydrurga leptonyx 
Regional	Orcinus orca	Pygoscelis adeliae
Regional	Orcinus orca	Thalassoica antarctica
Regional	Orcinus orca	Halobaena caerulea
Regional	Orcinus orca	Dissostichus mawsoni
Regional	Orcinus orca	Myctophidae
Regional	Orcinus orca	Fish
Regional	Lagenorhynchus cruciger	Dissostichus mawsoni
Regional	Lagenorhynchus cruciger	Champsocephalus gunnari 
Regional	Lagenorhynchus cruciger	Myctophidae
Regional	Lagenorhynchus cruciger	Fish
Regional	Lagenorhynchus cruciger	Squid
Regional	Lagenorhynchus cruciger	Euphausiacea
Regional	Tursiops truncatus	Fish
Regional	Tursiops truncatus	Dissostichus mawsoni
Regional	Tursiops truncatus	Champsocephalus gunnari 
Regional	Tursiops truncatus	Myctophidae
Regional	Tursiops truncatus	Euphausiacea
Regional	Tursiops truncatus	Squid
Regional	Notothenia coriiceps	Waldeckia obesa
Regional	Lepidonotothen nudifrons	Waldeckia obesa
Regional	Bovallia gigantea	Waldeckia obesa
Regional	Ophionotus victoriae	Waldeckia obesa
Regional	Sterechinus neumayeri	Waldeckia obesa
Meta	Trematomus bernacchii	Echiurida
Meta	Echiurus antarcticus	Detritus
Meta	Harpagifer antarcticus 	Chiton
Meta	Eunoe spica spicoides	Crinoidea
Meta	Labidiaster annulatus	Crinoidea
Meta	Ophioperla koehleri	Crinoidea
Meta	Pogonophryne phyllopogon	Crinoidea
Meta	Trematomus scotti	Crinoidea
Meta	Haliclona anonyma	Phytoplankton
Meta	Mycale acerata	Phytoplankton
Meta	Rosella sp.	Phytoplankton
Meta	Dendrilla antarctica	Phytoplankton
Meta	Haliclona anonyma	Zooplankton
Meta	Haliclona anonyma	Benthic diatoms
Meta	Haliclona anonyma	Detritus
Meta	Ascidiacea	Zooplankton
Meta	Ascidiacea	Phytoplankton
Meta	Bovallia gigantea	Paradexamine sp.
Meta	Bovallia gigantea	Eurymera monticulosa
Meta	Bovallia gigantea	Pontogeneiella sp.
Meta	Bovallia gigantea	Gondogeneia antarctica
Meta	Bovallia gigantea	Gitanopsis antarctica
Meta	Bovallia gigantea	Prostebbingia gracilis
Meta	Bovallia gigantea	Waldeckia obesa
Meta	Copepoda	Zooplankton
Meta	Copepoda	Phytoplankton
Meta	Squids	Euphausia superba
Meta	Oligochaeta	Zooplankton
Meta	Oligochaeta	Phytoplankton
Meta	Notothenia coriiceps	Callophyllis atrosanguinea 
Meta	Notothenia coriiceps	Curdiea racovitzae
Meta	Notothenia coriiceps	Georgiella confluens 
Meta	Notothenia coriiceps	Gigartina skottsbergii
Meta	Notothenia coriiceps	Iridaea cordata
Meta	Notothenia coriiceps	Myriogramme manginii
Meta	Notothenia coriiceps	Neuroglossum delesseriae
Meta	Notothenia coriiceps	Palmaria decipiens
Meta	Notothenia coriiceps	Pantoneura plocamioides 
Meta	Notothenia coriiceps	Picconiella plumosa 
Meta	Notothenia coriiceps	Plocamium cartilagineum
Meta	Notothenia coriiceps	Pyropia plocamiestris 
Meta	Notothenia coriiceps	Trematocarpus antarcticus
Meta	Notothenia coriiceps	Adenocystis utricularis
Meta	Notothenia coriiceps	Ascoseira mirabilis 
Meta	Notothenia coriiceps	Desmarestia antarctica
Meta	Notothenia coriiceps	Desmarestia menziesii
Meta	Notothenia coriiceps	Phaeurus antarcticus 
Meta	Notothenia coriiceps	Lambia antarctica 
Meta	Notothenia coriiceps	Monostroma hariotii
Meta	Notothenia coriiceps	Urospora penicilliformis
Meta	Notothenia coriiceps	Detritus
Meta	Notothenia coriiceps	Nereidae 
Meta	Notothenia coriiceps	Margarella antarctica
Meta	Notothenia coriiceps	Doris kerguelenensis
Meta	Notothenia coriiceps	Eatoniella sp.
Meta	Notothenia coriiceps	Nacella concinna
Meta	Notothenia coriiceps	Dacrydyum sp.
Meta	Notothenia coriiceps	Laternula elliptica
Meta	Notothenia coriiceps	Neobuccinum eatoni
Meta	Notothenia coriiceps	Euphausia superba
Meta	Notothenia coriiceps	Paradexamine sp.
Meta	Notothenia coriiceps	Eurymera monticulosa
Meta	Notothenia coriiceps	Pontogeneiella sp.
Meta	Notothenia coriiceps	Gondogeneia antarctica
Meta	Notothenia coriiceps	Hyperiidae
Meta	Notothenia coriiceps	Bovallia gigantea
Meta	Notothenia coriiceps	Cheirimedon femoratus
Meta	Notothenia coriiceps	Waldeckia obesa
Meta	Notothenia coriiceps	Pseudorchomene plebs
Meta	Notothenia coriiceps	Serolis sp.
Meta	Notothenia coriiceps	Glyptonotus antarcticus
Meta	Notothenia coriiceps	Hemiarthrum setulosum
Meta	Notothenia coriiceps	Ophiuroidea
Meta	Notothenia coriiceps	Ophionotus victoriae
Meta	Notothenia coriiceps	Squids
Meta	Notothenia coriiceps	Copepoda
Meta	Notothenia coriiceps	Ascidiacea
Meta	Notothenia coriiceps	Octopoda
Meta	Notothenia coriiceps	Salpa thompsoni
Meta	Notothenia rossii	Palmaria decipiens
Meta	Notothenia rossii	Detritus
Meta	Notothenia rossii	Nereidae 
Meta	Notothenia rossii	Doris kerguelenensis
Meta	Notothenia rossii	Euphausia superba
Meta	Notothenia rossii	Hyperiidae
Meta	Notothenia rossii	Squids
Meta	Notothenia rossii	Octopoda
Meta	Lepidonotothen nudifrons	Nereidae 
Meta	Lepidonotothen nudifrons	Euphausia superba
Meta	Lepidonotothen nudifrons	Pariphimedia integricauda
Meta	Lepidonotothen nudifrons	Cheirimedon femoratus
Meta	Lepidonotothen nudifrons	Gitanopsis antarctica
Meta	Lepidonotothen nudifrons	Prostebbingia gracilis
Meta	Lepidonotothen nudifrons	Waldeckia obesa
Meta	Harpagifer antarcticus 	Nereidae 
Meta	Harpagifer antarcticus 	Margarella antarctica
Meta	Harpagifer antarcticus 	Doris kerguelenensis
Meta	Harpagifer antarcticus 	Eatoniella sp.
Meta	Harpagifer antarcticus 	Nacella concinna
Meta	Harpagifer antarcticus 	Neobuccinum eatoni
Meta	Harpagifer antarcticus 	Euphausia superba
Meta	Harpagifer antarcticus 	Paradexamine sp.
Meta	Harpagifer antarcticus 	Eurymera monticulosa
Meta	Harpagifer antarcticus 	Pontogeneiella sp.
Meta	Harpagifer antarcticus 	Gondogeneia antarctica
Meta	Parachaenichthys charcoti	Euphausia superba
Meta	Margarella antarctica	Haliclona anonyma
Meta	Margarella antarctica	Mycale acerata
Meta	Margarella antarctica	Rosella sp.
Meta	Margarella antarctica	Dendrilla antarctica
Meta	Gastropoda	Haliclona anonyma
Meta	Gastropoda	Mycale acerata
Meta	Gastropoda	Rosella sp.
Meta	Gastropoda	Dendrilla antarctica
Meta	Eatoniella sp.	Epiphytic diatoms
Meta	Eatoniella sp.	Benthic diatoms
Meta	Eatoniella sp.	Detritus
Meta	Gastropoda	Epiphytic diatoms
Meta	Gastropoda	Benthic diatoms
Meta	Gastropoda	Detritus
Meta	Laevilacunaria antarctica	Curdiea racovitzae
Meta	Laevilacunaria antarctica	Georgiella confluens 
Meta	Laevilacunaria antarctica	Gigartina skottsbergii
Meta	Laevilacunaria antarctica	Iridaea cordata
Meta	Laevilacunaria antarctica	Palmaria decipiens
Meta	Laevilacunaria antarctica	Plocamium cartilagineum
Meta	Laevilacunaria antarctica	Adenocystis utricularis
Meta	Laevilacunaria antarctica	Desmarestia menziesii
Meta	Laevilacunaria antarctica	Monostroma hariotii
Meta	Gastropoda	Curdiea racovitzae
Meta	Gastropoda	Georgiella confluens 
Meta	Gastropoda	Gigartina skottsbergii
Meta	Gastropoda	Iridaea cordata
Meta	Gastropoda	Palmaria decipiens
Meta	Gastropoda	Plocamium cartilagineum
Meta	Gastropoda	Adenocystis utricularis
Meta	Gastropoda	Desmarestia menziesii
Meta	Gastropoda	Monostroma hariotii
Meta	Dacrydyum sp.	Phytoplankton
Meta	Dacrydyum sp.	Zooplankton
Meta	Laternula elliptica	Phytoplankton
Meta	Laternula elliptica	Detritus
Meta	Laternula elliptica	Zooplankton
Meta	Neobuccinum eatoni	Laternula elliptica
Meta	Neobuccinum eatoni	Necromass
Meta	Gastropoda	Laternula elliptica
Meta	Gastropoda	Necromass
Meta	Paradexamine sp.	Detritus
Meta	Paradexamine sp.	Necromass
Meta	Eurymera monticulosa	Palmaria decipiens
Meta	Eurymera monticulosa	Epiphytic diatoms
Meta	Eurymera monticulosa	Benthic diatoms
Meta	Eurymera monticulosa	Detritus
Meta	Pontogeneiella sp.	Palmaria decipiens
Meta	Pontogeneiella sp.	Epiphytic diatoms
Meta	Pontogeneiella sp.	Benthic diatoms
Meta	Hyperiidea	Euphausia superba
Meta	Hyperiidea	Copepoda
Meta	Hyperiidea	Zooplankton
Meta	Pariphimedia integricauda	Necromass
Meta	Gitanopsis antarctica	Detritus
Meta	Gitanopsis antarctica	Necromass
Meta	Prostebbingia gracilis	Gigartina skottsbergii
Meta	Prostebbingia gracilis	Iridaea cordata
Meta	Prostebbingia gracilis	Myriogramme manginii
Meta	Prostebbingia gracilis	Palmaria decipiens
Meta	Prostebbingia gracilis	Plocamium cartilagineum
Meta	Prostebbingia gracilis	Desmarestia anceps
Meta	Prostebbingia gracilis	Desmarestia antarctica
Meta	Prostebbingia gracilis	Desmarestia menziesii
Meta	Prostebbingia gracilis	Epiphytic diatoms
Meta	Prostebbingia gracilis	Benthic diatoms
Meta	Waldeckia obesa	Necromass
Meta	Pseudorchomene plebs	Necromass
Meta	Serolis sp.	Necromass
Meta	Glyptonotus antarcticus	Nereidae 
Meta	Glyptonotus antarcticus	Bovallia gigantea
Meta	Glyptonotus antarcticus	Ascidiacea
Meta	Glyptonotus antarcticus	Necromass
Meta	Plakarthrium puncattissimum	Curdiea racovitzae
Meta	Plakarthrium puncattissimum	Ascoseira mirabilis 
Meta	Plakarthrium puncattissimum	Epiphytic diatoms
Meta	Plakarthrium puncattissimum	Benthic diatoms
Meta	Plakarthrium puncattissimum	Detritus
Meta	Perknaster aurorae	Mycale acerata
Meta	Octopoda	Glyptonotus antarcticus
Meta	Euphausia superba	Phytoplankton
Meta	Euphausia superba	Zooplankton
Meta	Cheirimedon femoratus	Detritus
Meta	Oradarea bidentata	Palmaria decipiens
Meta	Hemiarthrum setulosum	Epiphytic diatoms
Meta	Hemiarthrum setulosum	Benthic diatoms
Meta	Ophionotus victoriae	Benthic diatoms
Meta	Ophionotus victoriae	Detritus
Meta	Ophionotus victoriae	Nereidae 
Meta	Ophionotus victoriae	Laternula elliptica
Meta	Ophionotus victoriae	Neobuccinum eatoni
Meta	Ophionotus victoriae	Euphausia superba
Meta	Ophionotus victoriae	Paradexamine sp.
Meta	Ophionotus victoriae	Eurymera monticulosa
Meta	Ophionotus victoriae	Pontogeneiella sp.
Meta	Ophionotus victoriae	Gondogeneia antarctica
Meta	Ophionotus victoriae	Pariphimedia integricauda
Meta	Ophionotus victoriae	Cheirimedon femoratus
Meta	Ophionotus victoriae	Gitanopsis antarctica
Meta	Ophionotus victoriae	Prostebbingia gracilis
Meta	Ophionotus victoriae	Waldeckia obesa
Meta	Ophionotus victoriae	Pseudorchomene plebs
Meta	Ophionotus victoriae	Oradarea bidentata
Meta	Ophionotus victoriae	Squids
Meta	Ophionotus victoriae	Copepoda
Meta	Ophionotus victoriae	Ascidiacea
Meta	Ophionotus victoriae	Hydrozoa
Meta	Ophionotus victoriae	Bryozoa
Meta	Ophionotus victoriae	Necromass
Meta	Ophionotus victoriae	Haliclona anonyma
Meta	Ophionotus victoriae	Mycale acerata
Meta	Ophionotus victoriae	Rosella sp.
Meta	Hydrozoa	Phytoplankton
Meta	Hydrozoa	Zooplankton
Meta	Bryozoa	Phytoplankton
Meta	Bryozoa	Zooplankton
Meta	Priapulida	Benthic diatoms
Meta	Priapulida	Nereidae 
Meta	Parborlasia corrugatus	Nacella concinna
Meta	Parborlasia corrugatus	Bovallia gigantea
Meta	Parborlasia corrugatus	Serolis sp.
Meta	Parborlasia corrugatus	Glyptonotus antarcticus
Meta	Parborlasia corrugatus	Necromass
Meta	Parborlasia corrugatus	Haliclona anonyma
Meta	Parborlasia corrugatus	Mycale acerata
